Place of Publication,Year of Publication,Author,URL
London,1894,"GREIN, Jacob Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002531142
Paris,1885,"CHAUDEY, Gustave.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002532176
Edinburgh,1845,"Sibbald, Robert - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002532412
Gand,1852,"WOLTERS, Mathias Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002533791
Toulouse,1869,"ARNALDI, Guillelmus.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002533858
Edinburgh,1821,"IRVING, David.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002533942
London,[1864.],"Gilbert, John - Sir|Humphreys, Henry Noel",http://www.flickr.com/photos/britishlibrary/tags/sysnum002534844
Boston,1844,"DERBY, Elias Hasket.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002534849
Paris,1899,"VIDAL, Pierre - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002535622
Paris,1896,"VIDAL, Pierre - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002535623
"Brighton,] 1873",,"LEEVES, William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002537339
London,1800,"GIFFORD, William - Editor of the Quarterly Review",http://www.flickr.com/photos/britishlibrary/tags/sysnum002537678
London,1841,"TREBECK, George.|WILSON, Horace Hayman.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002537878
London,1897,"SAUBER, Robert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002538942
London; Nimeguen printed,1897,"FORESTIER, Amédée.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002538945
New York,1860,"LEE, Charles - Major-General, U.S. Service",http://www.flickr.com/photos/britishlibrary/tags/sysnum002539253
London,1803,"AIKIN, John - M.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002539399
Tewkesbury,1886,"MOORE, Frederick - of Tewkesbury",http://www.flickr.com/photos/britishlibrary/tags/sysnum002539517
Oxford,[1897],"HURST, Herbert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002539667
Edinburgh,1820,"ANDERSON, Robert - M.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002539744
Philadelphia,1804,"JONES, T. W. - Surveyor",http://www.flickr.com/photos/britishlibrary/tags/sysnum002540742
London,[1880.],"WALLER, John Francis.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002540916
London,[1867.],"WALLER, John Francis.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002540933
Napoli,1893,"TESTINI, G.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002541020
3 series. Leamington,1856-59,"TORRE, Nicholas Lee.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002541022
London,1835,"CROKER, Thomas Crofton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002541027
London,1817,"WESTALL, Richard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002541036
Paris,1877,"QUEX DE SAINT-HILAIRE, Auguste Henri Édouard de - Marquis",http://www.flickr.com/photos/britishlibrary/tags/sysnum002542518
Santiago de Chile,1888,"BARROS ARANA, Diego.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002542576
Madrid,1855-56,"CLÉMENT, François - Writer on Religion|SAYOL Y ECHEVARRÍA, I.|VITON DE SAINT ALLAIS, Nicolas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002543884
London,1841,"ELWON, T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002546970
London,1895,"MILLAR, H. R.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002550725
London,1897,"GOLDSMID, Frederic John - Sir|WILLS, Charles James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002550727
Paris,[1853],"LASSALLE, Louis.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002551214
Lyon,1878,"CHEVALIER, Cyr Ulysse Joseph - and LACROIX (André)|Lacroix, André.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002551263
London,1844,"GARAY, José de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002553249
London,1846,"GARAY, José de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002553250
London,1674,"DUFFETT, Thomas.|SETTLE, Elkanah.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002553315
Venezia,1842,"CIGOGNA, Emmanuele Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002553554
New York,1848,"Willis, Nathaniel Parker",http://www.flickr.com/photos/britishlibrary/tags/sysnum002554981
Bordeaux,1862,"ULCOQ, Clément J. A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002555264
Philadelphia,1836,"Smith, J. Jay (John Jay)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002555731
Edinburgh,1819,"Lockhart, J. G. (John Gibson)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002555887
London,[1849.],"LINLEY, George - the Elder",http://www.flickr.com/photos/britishlibrary/tags/sysnum002556356
"pp. 69. London, 1886",,"FORMAN, Harry Buxton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002556554
London,1899,"CUCUEL, Édouard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002557729
Charlestown,1802,"PARISH, Elijah.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002558020
"Roma, Napoli, Turin [printed]",1911. [1888-1911.],"RAVERDINO, G.|VIGO, G. B.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002558177
Paris,1836,"PERNOT, François Alexandre.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002558465
London,1862 [1861],"Oliphant, (Margaret) - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002559063
London,1889,"SCOTT, Clement William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002559687
Boston [Mass.],1826,"DAVIS, John - Judge of the United States District Court for Massachusetts",http://www.flickr.com/photos/britishlibrary/tags/sysnum002559962
Boston,1855,"Winslow, Edward",http://www.flickr.com/photos/britishlibrary/tags/sysnum002559964
Boston [Mass.],1887,"STUART, James Ewell Brown.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002560562
"Warwick, 1877",,"STAUNTON, John - of Longbridge",http://www.flickr.com/photos/britishlibrary/tags/sysnum002564334
Bridlington,1832,"LANGDALE, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002564391
London,1859,"PONSONBY, Emily Charlotte Mary - Lady",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566390
London,1734,"MILLER, James - Rector of Upcerne, Dorset",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566503
Boston [Mass.],1847,"MACCONECHY, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566578
's Gravenhage,1857-62,"BRINK, Reinier Cornelis Bakhuizen van den.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566789
Paris,1859-60,"GUIZOT, François Pierre Guillaume.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566790
London,1898,"GRIFFIS, William Elliot.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002566792
London,1897,"POLLOCK, Walter Herries.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002567587
London,1864,"MOUHOT, Charles.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002567776
Cincinnati,1875,"BOYNTON, Henry Van Ness.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002568462
London,1819-1820,"LIDDIARD, I. S. Anna.|Roscoe, William",http://www.flickr.com/photos/britishlibrary/tags/sysnum002568808
London,1795,"Colman, George",http://www.flickr.com/photos/britishlibrary/tags/sysnum002568978
London,[1801.],"ASHLEY, John - Musician",http://www.flickr.com/photos/britishlibrary/tags/sysnum002571306
London,1853,"YORKE, Philip - Colonel",http://www.flickr.com/photos/britishlibrary/tags/sysnum002572610
London,1848,"SINNETT, Jane - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002572662
Oxford,1830,"Lewis, George Cornewall - Sir|TUFNELL, Henry - Right Hon",http://www.flickr.com/photos/britishlibrary/tags/sysnum002573707
Melbourne,1865,"LEICHHARDT, Friedrich Wilhelm Ludwig.|MUELLER, Theodor - of Melbourne",http://www.flickr.com/photos/britishlibrary/tags/sysnum002574058
Bremen,1861,"WETZEL, Johann - Baumeister",http://www.flickr.com/photos/britishlibrary/tags/sysnum002574880
Prag,1844,"Šafařík, Pavel Jozef",http://www.flickr.com/photos/britishlibrary/tags/sysnum002575502
Frankfort-on-the-Main,1862],"BECKER, Carl Christian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002575946
London,1819,"FRYE, William Edward.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002576737
Luxemburg,1898[-1901],"BLUM, Martin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002576872
Freiburg i. B,1892,"SPILLMANN, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002577270
Sheffield,1841,"BODEN, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002578955
Glasgow & Edinburgh,1899,"TAYLOR, Benjamin - F.R.G.S",http://www.flickr.com/photos/britishlibrary/tags/sysnum002578959
Edinburgh,1825,"HAMILTON, George - Minister of Gladsmuir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002579251
Buenos Ayres,1869,"MULHALL, Edward T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002580309
London,1841,"WARREN, Henry - President of the New Society of Painters in Water-Colours",http://www.flickr.com/photos/britishlibrary/tags/sysnum002580687
"London, 1845",,"WARREN, Henry - President of the New Society of Painters in Water-Colours",http://www.flickr.com/photos/britishlibrary/tags/sysnum002580690
Leiden,[1896-98],"UNGER, Johann Hendrik Willem.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002581303
"pp. xii. 212. Longmans & Co.: London, 1895",,"HOGAN, James Francis.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002581664
London,1897,"RIVIERE, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002581753
London,1897,"D., C. M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002581754
London,1875,"RALSTON, J. MacL.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002581800
Olney,1894,"MORDAUNT, Charles - Earl of Peterborough|MORDAUNT, Elizabeth - Viscountess Mordaunt|RICHMOND, Legh.|WRIGHT, Thomas - of Olney",http://www.flickr.com/photos/britishlibrary/tags/sysnum002582423
Christiania,1864,"HUITFELDT, afterwards HUITFELDT-KAAS, Henrik Jörgen.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002582553
México,1892,"CHAVERO, Alfredo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002584909
Lockerbie,1873,"BROOKE, Tina.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002585192
Winterthur,1859,"ZIEGLER, J. M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002586410
Calcutta,1871,"LOCKHART, William Stephen Alexander - Sir, G.C.B",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587013
Napoli,1833,"CATALANO, Errico.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587043
London,1845,"BUCKMAN, James.|STRICKLAND, Hugh Edwin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587230
London,[1899.],"MURDOCH, James - M.A",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587309
Yokohama,1892,"BURTON, William Kinninmond.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587363
London,1894,"BRUCE, William Speirs.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587621
Paris,1836,"BOREL D'HAUTERIVE, André François Joseph.|FOUSSEREAU - Artist|MARVILLE, Charles.|PORET - Engraver",http://www.flickr.com/photos/britishlibrary/tags/sysnum002587727
Napoli,1840,"MURO, Domenico de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002588452
London,1873,"Payn, James",http://www.flickr.com/photos/britishlibrary/tags/sysnum002588510
London,1890,"Herman, Henry",http://www.flickr.com/photos/britishlibrary/tags/sysnum002589980
London,1891,"Herman, Henry",http://www.flickr.com/photos/britishlibrary/tags/sysnum002589981
London,[1891.],"Herman, Henry",http://www.flickr.com/photos/britishlibrary/tags/sysnum002589983
London,1890,"Herman, Henry",http://www.flickr.com/photos/britishlibrary/tags/sysnum002589984
"pp. 304. Longmans & Co.: London, 1889",,"MURRAY, Henry - Novelist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002589986
Boston [Mass.],1861,"Croome, William|WATSON, Henry C. - of Philadelphia",http://www.flickr.com/photos/britishlibrary/tags/sysnum002590468
London,1891,"ROUTLEDGE, George - and SONS",http://www.flickr.com/photos/britishlibrary/tags/sysnum002590617
London,1875,"KING, Richard John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002590840
London,1845,John Murray (Firm),http://www.flickr.com/photos/britishlibrary/tags/sysnum002591073
Carlisle,1840,"BURTON, Gilbert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002593503
Gand,1876],"MUSSELY, Gustave.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002594423
Paris,1856,"ROUARGUE, Émile - and ROUARGUE (Ad.)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002594665
Paris,1855,"ROUARGUE, Émile - and ROUARGUE (Ad.)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002594666
Teramo,1893,"PANNELLA, Giacinto.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002595498
Regensburg,1857,"KUGLER, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002595715
Québec,1893,"PHIPS, William - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002597444
London,1802,"DERMODY, Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002597701
Wien,1831,"NEIPPERT, Gustav von - Count",http://www.flickr.com/photos/britishlibrary/tags/sysnum002598395
London,1856,"NICHOLSON, Henry Joseph Boone.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002598459
Pesth,1851,"RAMMING, Wilhelm - Baron von Riedkirchen",http://www.flickr.com/photos/britishlibrary/tags/sysnum002598465
London,1695,"Mary - II, Queen of England",http://www.flickr.com/photos/britishlibrary/tags/sysnum002599202
Ярославль,1859,"BUTURLIN, Aleksyei Petrovich.|NIKOL'SKY, Thedor Yakovlevich.|ZHURAVLEV, Nikolai Mikhailovich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002599212
Berlin,1879-89,"GRODDECK, E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002599811
Leipzig,1887,"FRAENKEL, Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002599812
Paris,1882,"MALLARD, Louis.|NADAULT DE BUFFON, Henri.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002600064
London,1891,"MACCRIE, George M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002600155
Emmendingen,1884,"MAURER, Heinrich - of Emmendingen",http://www.flickr.com/photos/britishlibrary/tags/sysnum002600556
London,1816,"Reynolds, John Hamilton",http://www.flickr.com/photos/britishlibrary/tags/sysnum002601851
London,1819,"DALE, Thomas - Dean of Rochester",http://www.flickr.com/photos/britishlibrary/tags/sysnum002601972
London,[1815?],"HITCHCOCK, Henry - Strolling Player",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603159
Kristiania,1891,"SINDING, Otto.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603727
London,1893,"ARCHER, William - Critic",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603728
Kristiania,1897,"SVERDRUP, Otto Neumann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603732
London,1898,"SVERDRUP, Otto Neumann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603735
Leipzig,1897,"SVERDRUP, Otto Neumann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603737
Leipzig,"1897, 98","SVERDRUP, Otto Neumann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002603738
London,1816,"BADCOCK, John - Miscellaneous Writer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604079
London,1857,"EARP, George Butler.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604135
London,1833,"ADAM, Frederick - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604143
London,1858,"Napier, William Francis Patrick - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604159
Edinburgh,1863,"TULLOCH, John - Principal of Saint Mary's College, Saint Andrews|WALKER, Patrick - the Covenanter|WODROW, Robert - Minister of Eastwood",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604296
London,1838,"GRAHAM, James - 1st Marquis of Montrose",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604308
London,1848,"MOORE, John - Sir, Lieutenant-General",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604405
London,1889,"DOBSON, William T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604418
London,1788.],"DELPINI, Carlo Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604822
Napoli,1845,"AJELLO, Giovanni Battista.|ALOE, Stanislao d'.|AMBRA, Raffaele d'.|AYALA, Mariano d'.|BONUCCI, Carlo.|DALBONO, Cesare.|PUOTI, Francesco.|QUARANTA, Bernardo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002604842
Paris,1823-25,"Gourgaud, Gaspard - Baron|MONTHOLON, Charles Jean François Tristan de - Marquis de Montholon-Sémonville",http://www.flickr.com/photos/britishlibrary/tags/sysnum002605195
London,1815,"GUILLAUME DE VAUDONCOURT, Frédéric - Baron",http://www.flickr.com/photos/britishlibrary/tags/sysnum002605597
London,1818?],"EVANS, George de Lacy - Sir, G.C.B",http://www.flickr.com/photos/britishlibrary/tags/sysnum002605630
London,1816,"DELBARE, François Thomas.|THORNTON, J. - Captain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002605637
London,1854,"STORY, Robert - of Wark, Northumberland",http://www.flickr.com/photos/britishlibrary/tags/sysnum002606164
"pp. 8. Privately printed: Plymouth, 1879",,"WYSE, William Charles Bonaparte.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002606170
Lewes,1886,"HILLS, Gordon Macdonald.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002606305
Paris,1880,"BERNARD, Frédéric.|FEILDEN, Henry Wemyss.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002607147
London,1813,"CAZENOVE, Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002607458
London,1869,"HUTH, Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002607471
enk,1879,"RAMSAY, Andrew Crombie - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002607910
London,1866,"HEAD, Francis Bond - Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002608793
Paris,1864,"LACROIX, Frédéric.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002610759
Leipzig,1849,"DAVID, Christian Georg Nathan.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002611032
Dublin,1890,"SADLIER, Anna T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002612105
London,1816,"H., F. G.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002612642
Birmingham,1895,"GASKIN, Arthur J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002613551
Rouen,1878,"ADELINE, Jules.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002615803
London,[1872.],"LANDSEER, Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002615817
London,1774,"Day, Thomas",http://www.flickr.com/photos/britishlibrary/tags/sysnum002616496
London,1793,"BICKNELL, John Laurens - the Elder|Day, Thomas",http://www.flickr.com/photos/britishlibrary/tags/sysnum002616499
London,[1815?],"RICHMOND, Legh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002616539
Albany,1844,"BURGOYNE, John - Right Hon",http://www.flickr.com/photos/britishlibrary/tags/sysnum002617491
London,1806,"SANSOM, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002618902
London,1789,Inchbald - Mrs,http://www.flickr.com/photos/britishlibrary/tags/sysnum002621578
Nancy,1890,"HAGENBACH, Peter von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002621640
London,[1886.],"Nesbit, E. (Edith)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002622288
Rostock & Schwerin,1832,"NORRMANN, Gerhard Philipp Heinrich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002628403
Wien,1877,"HERR, Gustaf.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002628735
London,"1897, [1896]","HOEY, Frances Cashel - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002628851
Leipzig & Wien,1894,"KEIL, Wilhelm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002629358
С.-Петербургъ,1878,"VAKHTIN, V.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002630572
Newcastle-on-Tyne,1896,Louisa Anne - Marchioness of Waterford,http://www.flickr.com/photos/britishlibrary/tags/sysnum002631042
London,1860,"MARSH, afterwards MARSH-CALDWELL, Anne.|O'SULLIVAN, Mortimer - Rev",http://www.flickr.com/photos/britishlibrary/tags/sysnum002631193
Liverpool,1888.],"SHORT, Alfred.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002631618
Cambridge [Mass.],1880,"DAVIES, James - Pilot of the “Mary and John.”|DE COSTA, Benjamin Franklin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002631940
New Haven,1888,"BLAKE, Henry Taylor.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002632878
London,1846,"ROCHE, H. - Writer on Colonization",http://www.flickr.com/photos/britishlibrary/tags/sysnum002632895
Baltimore,1895,"COLE, Henry A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002642395
St. John's,1839],"JUKES, Joseph Beete.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002642744
London,1851,"BAYFIELD, Henry Wolsey.|BULLOCK, Frederick.|LANE, Michael - Hydrographer|LAVAUD, C. F.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002642832
London,"[1846, 47.]","RYMER, James Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002642871
London,1868,"NEWMAN, George - Poetical Writer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002643237
"London, etc.: Thomas Nelson & Sons, [1887]",,"BORTHWICK, Jane.|DADD, Frank.|L., H. L.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002644216
London,1829,"WALKER, W. A. - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002644741
London,[1897.],"Roberts, Margaret",http://www.flickr.com/photos/britishlibrary/tags/sysnum002647812
Paris,1845,"NOBLET, Antoine Pierre.|ROBERT, Cyprien.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002648270
London,1817,"MARSDEN, Samuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002648539
London,1817-58,"DEXTER, Elias.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649143
London,1864,"Payn, James",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649296
London,1891,"NICHOLS, A. F.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649499
London,1840,"NICHOLSON, Emilius.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649731
London; Bradford [printed],1844,"JAMES, John - F.S.A",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649974
London,1876,"HIRD, W. G.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002649977
London,1877,"PAULL, Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002651776
Châteauroux,1883,"AUPETIT, A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002652172
Moulins,1875,"IRISSON D'HÉRISSON, Maurice d' - Count",http://www.flickr.com/photos/britishlibrary/tags/sysnum002652173
Moulins,1889,"VAYSSIÈRE, A. - Archivist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002652174
London,1853,"SCHMITZ, Leonhard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002653531
Christiania,1894,"SOMERVILLE, D. M. M. Crichton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002654664
London,1883,"SZULCZEWSKI, Karol.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002655205
Lyon,1877,"GUIGUE, Marie Claude.|VILLENEUVE, Étienne de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002655336
Haarlem,1897,"VELDHEER, Jacob Gerard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002656149
Nevers,1858-60,"AVRIL, Jean Baptiste.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002656263
London,1761,"LLOYD, Robert - Poet",http://www.flickr.com/photos/britishlibrary/tags/sysnum002657417
London,1846,"RYMER, James Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002657437
London,1873,"Roberts, David",http://www.flickr.com/photos/britishlibrary/tags/sysnum002659379
New York,1876,"NILES, Samuel V.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002659462
London,1887,J. V.,http://www.flickr.com/photos/britishlibrary/tags/sysnum002659528
Kristiania,1885,"NIELSEN, Yngvar.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002659704
Stirling,1817,"STIRLING, William Macgregor.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002660154
London; Glasgow [printed],1880,"GILLESPIE, Robert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002660155
London,1860,"MASSON, Phoebe Ann - Miss",http://www.flickr.com/photos/britishlibrary/tags/sysnum002660406
London,[1894.],"MOSS, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002660930
Kjøbenhavn,1857,"BARFOD, Povl Frederik.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002661357
Kjøbenhavn,1862,"BARFOD, Povl Frederik.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002661358
Leipzig,1883-85,"MATTHAEI, Georg - Adjunct am Kgl. Joachimsthalschen Gymnasium",http://www.flickr.com/photos/britishlibrary/tags/sysnum002661810
Chicago,1895,"GUNSAULUS, Frank Wakeley.|WHITMAN, Marcus.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002662368
Göteborg,1897,"HOLTHAUSEN, Ferdinand.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002662975
London,1863,"JOHNSTONE, Edward - Barrister-at-Law",http://www.flickr.com/photos/britishlibrary/tags/sysnum002663035
London,1873,"HEPPLESTONE, Jane.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002663609
London,1831,"LA GARDE, Auguste Louis Charles de - Count",http://www.flickr.com/photos/britishlibrary/tags/sysnum002663908
Madrid,1894,"Pando y Valle, Jesús.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002664071
Paris,1855,"GOZLAN, Léon.|Janin, Jules Gabriel|VIOLLET-LE-DUC, Eugène Emmanuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002664336
Malzéville,1899,"AUBRY, Jean Joseph d'.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002664582
Évreux,1897,"BONAPARTE, Roland Napoléon - Prince",http://www.flickr.com/photos/britishlibrary/tags/sysnum002664693
Paris,1817-19,"CHAPSAL, Charles Pierre.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002664838
"pp. xx. 137 [138]. Ward & Downey: London, 1895",,"HICKEY, Emily Henrietta.|NISBET, Hume.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665077
"pp. 76. E. Mathews: London, 1896",,"ADDLESHAW, Stanley.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665079
London,1897,"ADDLESHAW, William Percy.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665087
