Place of Publication,Year of Publication,Author,URL
London,1873,"DE JONGH, Bertha.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665088
Breslau,1850,"KURTS, Friedrich Gustav Gerhard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665324
London,1854,"MELVILLE, George John Whyte.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002665591
London,[1859],"DOLBY, Edwin Thomas.|SPENCER, I. A. - Photographer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002666154
London,1808,"Grenville, William Wyndham Grenville - Baron|SAYERS, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002666670
London,1813,DEVIS - Dramatic Writer,http://www.flickr.com/photos/britishlibrary/tags/sysnum002667117
Dublin,1844,"MACMANUS, Henry - Rev|PROUT - Captain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002667797
Lille,1856,"BALSON, François.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002667930
Upsal,1877,"SCHULTHESS, Paul Ferdinand.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002668448
Paris,[1895],"DAUBRÉE, Gabriel Auguste.|NANÇON, Alfred.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002668453
Kristiania,1881,"GEELMUYDEN, B.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002668467
London,1854,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669764
London,1847,"HOBBS, J. S.|MACKENZIE, Murdoch - F.R.S",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669800
London,1849,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669801
London,1846,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669806
London,1852,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669807
London,1854,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669808
London,1844,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669811
London,1849,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669812
London,1848,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669816
London,1859-57,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669817
London,1854,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669821
London,1852,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669826
London,1852,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669827
London,1839,"SPAFAR'EV, Leonty Vasil'evich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669829
London,1853,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669831
London,1846,"MACKENZIE, Murdoch - F.R.S",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669833
London,1858,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669834
London,1852,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669835
London,1854,"BARRAL, L. M.|CRAGG, John - of H.M.S. Creole|FOSTER, Henry - R.N|HEYWOOD, P.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669839
London,1858,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669841
London,1854,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669842
London,1853,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669843
London,1853,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669847
London,1841,"REINEKE, Mikhail Frantsovich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669848
London,1847,"HOBBS, J. S.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669849
London,"1845, 1842-44","FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669859
London,1858,"Oliphant, (Margaret) - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669992
London,[1861.],"Oliphant, (Margaret) - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002669993
Melbourne,[1865],"MUSGRAVE, Thomas - Captain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002670690
London,1841,"SHOBERL, Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002671011
Edinburgh,1865,"CAMPBELL, John Francis.|CAMPBELL, Walter Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002671024
Brighton,1898,"BARTON, Charles - of Brighton",http://www.flickr.com/photos/britishlibrary/tags/sysnum002671030
London,1868,"BARRY, William Whittaker.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002671037
London,1899,"NORMAN-NERUDA, May.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002671102
Norwich,1891,"Legge, Augustus George",http://www.flickr.com/photos/britishlibrary/tags/sysnum002672603
Northampton,1895,"MARKHAM, Christopher Alexander.|TAYLOR, John - of Northampton, the Younger",http://www.flickr.com/photos/britishlibrary/tags/sysnum002673213
Chicago,[1893],"WHEELER, Olin Dunbar.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002673786
"pp. 28. Printed for the Author: London, 1765",,"COOPER, William - Rector of Kirby Wiske|ELLISON, John - A.M., Vicar of Bedlington",http://www.flickr.com/photos/britishlibrary/tags/sysnum002673830
Newcastle,1892,"ROBINSON, Robert - Bookseller, Newcastle-on-Tyne",http://www.flickr.com/photos/britishlibrary/tags/sysnum002674044
"pp. 53. J. Cundall: London, 1847",,"ABSOLON, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002674420
London,1829,"TYRRELL, Edward.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002674585
London,1888,"RYE, Walter.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002676396
Norwich,[1818],"NEWTON, Edmund.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002676428
Norwich,1832,"STACY, John - Bookseller",http://www.flickr.com/photos/britishlibrary/tags/sysnum002676731
London,1878,"HOCHSTETTER, Ferdinand Christian von.|STURGE, Jane.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677241
London,1865 [1864],"CAMERON, Christina B.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677361
London,1871,"Payn, James",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677365
London,1894,"MACMAHON, Ella.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677482
London,1837,"WILSON, William Rae.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677546
London,1857,"Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677803
London,[1861.],"Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677804
Bruxelles,1876,"JUSTE, Théodore.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002677837
"London, Philadelphia [printed]",1854,"GLIDDON, George Robins.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002678173
Philadelphia,1854,"MORTON, Samuel George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002678174
Boston [Mass.],1884,"Wilkes, Charles",http://www.flickr.com/photos/britishlibrary/tags/sysnum002679160
"Halifax, N.S",1823,"BROMLEY, Walter.|Haliburton, Thomas Chandler",http://www.flickr.com/photos/britishlibrary/tags/sysnum002679425
London,1853,"GOWER, Francis Leveson - Lord, afterwards EGERTON (Francis) Earl of Ellesmere",http://www.flickr.com/photos/britishlibrary/tags/sysnum002680246
Oxford],1824-34,"PLUMPTRE, John - Dean of Gloucester|ROGERS, Samuel - the Poet",http://www.flickr.com/photos/britishlibrary/tags/sysnum002682473
London,1860,"MAUGHAN, afterwards STORY, Janet Leith.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002682514
Buenos Aires,1857,"NUÑEZ, Julio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002683094
Washington,1851,"R., G. W. - Jr|RIGGS, George W.|SMITH, Thomas Buckingham.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002683168
New York,1871,"SMITH, Thomas Buckingham.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002683169
London,1850,"CLARKE, William Barnard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002683469
Nürnberg,[1860?],"WILDER, Georg.|WILDER, Johann Christoph Jacob.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002683888
Philadelphia,[1894],"OPPER, Frederick Burr.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002685281
Stockholm,1852,"ÖHMANN, Adolph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002686346
Stuttgart,1839,"O., P. Q. - Aufwärter bei Almack's",http://www.flickr.com/photos/britishlibrary/tags/sysnum002686576
Madrid,1878,"MARTINEZ DE CAMPOS, Arsenio - General",http://www.flickr.com/photos/britishlibrary/tags/sysnum002686608
London,1865,"K., G. R.|KILLMISTER, G. R.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002686983
Ipswich,1832,"COBBOLD, Robert Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002686986
"pp. xxvii. 507. Printed by J. S. Toothill: Bradford, 1900",,"OATES, Arthur - of Bradford",http://www.flickr.com/photos/britishlibrary/tags/sysnum002687238
London,1881,"OATES, Charles George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002687255
London,1889,"OATES, Charles George.|ROLFE, Robert Allen.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002687257
London,"[1850, 51.]","RYMER, James Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002687398
"pp. 471. Санктпетербургъ, 1875",,"KHILKOVA, Anna Mikhailovna - Princess",http://www.flickr.com/photos/britishlibrary/tags/sysnum002688596
У Бѣограду,1840,"KARANO-TVRTKOVIĆ, Pavl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002688827
Beverley,1841,Layman.,http://www.flickr.com/photos/britishlibrary/tags/sysnum002690130
London,1889,"GURWOOD, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002690414
Albany,"1850, 51","HOYNE, Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002690499
México,1861,"LERDO DE TEJADA, Miguel M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002690597
Reading,[1889],"DARTER, William Silver.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002692363
London,1820,"AUBERT DE VITRY, François Jean Philibert.|KEMPE, Alfred John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002692928
Edinburgh,1796,"CAMPBELL, Alexander - Musician and Poet",http://www.flickr.com/photos/britishlibrary/tags/sysnum002693230
Dublin,1851,"Ó DUBHAGÁIN, Seaán - Mór|O'HUIDHRIN, Giolla na Naomh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002694403
London,1891,"Tufnell, Wyndham Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002694723
London,1820 [1884],"FORMAN, Harry Buxton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002694895
Würzburg,1880,"SCHAEFFLER, August.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002694925
Leipzig,1847,"NACKE, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002695716
Paris,1877,"WOLFF, Albert - pseud",http://www.flickr.com/photos/britishlibrary/tags/sysnum002696424
London,1821,"SHERER, Joseph Moyle.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002696670
London,1824,"SHERER, Joseph Moyle.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002696671
London,1826,"SHERER, Joseph Moyle.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002696672
Manchester,1887,"Axon, William E. A.  (William Edward Armytage)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002697382
Rennes,1843-53,"BLOIS, Aymar de.|Ducrest de Villeneuve, Emile.|GUÉPIN, Ange.|LEHUËROU, Julien Marie.|MARTEVILLE, A.|VARIN, Pierre Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002697461
"Kingston, Jamaica",1851,"ANDERSON, William Wemyss.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002697662
"London, 1848",,"MACIAN, Robert Ronald.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002697956
Oxford,1892,"STUBBS, William - successively Bishop of Chester and of Oxford",http://www.flickr.com/photos/britishlibrary/tags/sysnum002698099
London,1884,"O., G. - Lady|OSBORNE, Georgiana Augusta Henrietta - Lady William Godolphin Osborne",http://www.flickr.com/photos/britishlibrary/tags/sysnum002699600
London,1880,"O., E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002702363
London,1879,"OLDHAM, Richard Dixon.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002702678
New York,1854,"MACCLINTOCK, John - D.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002703625
London,1840,"SHEEHY, William J. Alban.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002703670
London,1869,"OLIPHANT, Caroline - the Younger|ROGERS, Charles - D.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002703695
Edinburgh and London,1870,"Doyle, Richard",http://www.flickr.com/photos/britishlibrary/tags/sysnum002703788
London,1890,"REID, George - Sir, P.R.S.A",http://www.flickr.com/photos/britishlibrary/tags/sysnum002703933
London,1850,"Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704195
London,1875,"BOWERS, Georgina.|Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704197
"London, 1874",,"MORE, Robert Jasper.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704201
Barcelona,1865,"FERNANDEZ, Gaspar J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704230
Lisboa,1874-79,"OLIVEIRA, João Justino Baptista de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704364
Paris,1893,"BOUTROUE, Alexandre.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704568
London,[1895],"FENN, W. Amor.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002704835
London,1885 [1884],"THOMPSON, Henry - Sir, Bart., F.R.C.S",http://www.flickr.com/photos/britishlibrary/tags/sysnum002705275
Boston [Mass.],1856,"OLIVER, F. E. - M.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002705281
Malaga,1875,"OLIVER HURTADO, Manuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002705501
Paris,1882,"BENETT, Léon.|DUFAUX, L.|MÉAULLE, F.|PIRIOU, M.|VOGEL, Herman - Artist|ZIER, Édouard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002705692
London,1857,"OLMSTED, J. H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002706933
Madrid,1896,"HERNANDO Y ESPINOSA, Benito.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002707120
London,1858,"ROBINSON, Frederick William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002709912
Halle,1872,"SPICKENDORFF, Marcus.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002712024
Porto,1878,"CASTANHEIRA, José Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002712690
London,1898,"MACCORMICK, Arthur David.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002712979
Oxford,1823,"SMITH, Gerard Edwards.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002714138
London,1813,"DIBDIN, Thomas John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002714376
London,1865 [1864],"EDWARDS, Annie.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715238
London,1885,"BANKES, George Nugent.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715285
London,1801,"DALLAS, Robert Charles.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715321
Madrid,1882,"NOVO Y COLSON, Pedro de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715467
Paris,1889,"ALLYN, Jack.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715984
Bristol,1889,"ALLYN, Jack.|BLOUËT, Léon Paul - Madame",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715985
Kristiania,1889,"ALLYN, Jack.|HANSEN, Hans Christian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002715986
Paris,1864,"PICHON, Jérôme Frédéric - Baron",http://www.flickr.com/photos/britishlibrary/tags/sysnum002717343
Calcutta,[1844?],"GRANT, Colesworthey.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002717670
Edinburgh,1885,"HEPBURN, Thomas - of Birsay",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718290
London,1878,"FULLER, James Franklin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718647
London,[1890.],"FULLER, James Franklin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718648
London,1845,"LLOYD, Hannibal Evans.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718697
"pp. viii. 236. Санктпетербургъ, 1856",,"KORF, Modest Andreevich - Baron",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718848
Edinburgh,1898,"N., E. H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002718954
Thorunii,1857,"HAVERKAMP, Sigebertus.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002719774
London,1855,"BOSWORTH, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002719779
Mexico,1853,"CORTÉS, Martín - Marquis del Valle",http://www.flickr.com/photos/britishlibrary/tags/sysnum002719950
London,1869,"CADE, Jack.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002720548
México,1887,"OLAGUIBEL, Manuel de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002721109
V Praze,1870,"SLÁDEK, František.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002721489
Pozsony,1896,"PESTY, Frigyes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002722435
Philadelphia,1895,"BAIRD, Henry Carey.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002723325
Edinburgh,1889,"LOMAS, John - Traveller in Spain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002724585
London,1892,"LOMAS, John - Traveller in Spain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002724586
London,1899,"LOMAS, John - Traveller in Spain",http://www.flickr.com/photos/britishlibrary/tags/sysnum002724588
London,1814,"HARVEY, George - of Castle Hedingham, Essex",http://www.flickr.com/photos/britishlibrary/tags/sysnum002726904
